,0,1,2,3,4,5,6,7,8,9
0,0.7187664684878246,0.22244503476641242,0.9260367831228927,0.6837789178797844,0.9749363498765422,0.36601056880671856,0.9475130550260225,0.5939802483599517,0.6336529712633137,0.7557417717017578
1,0.23798128480406522,0.30675426012175633,0.6872072427713247,0.709266344001909,0.39603971378258773,0.12475761996909851,0.5191096838002653,0.33008201513738544,0.38959397828354003,0.9763167845922155
2,0.04369839636894568,0.28051340005423364,0.8453947338266072,0.9077665757731912,0.9257098611220254,0.21014656418794997,0.7267577725630482,0.16996905924754646,0.8728872808345408,0.5478333190685555
3,0.6994232776159031,0.0053569782398227295,0.7806586308093604,0.20817998152641048,0.32930999608574596,0.38153215000084395,0.31045567945780284,0.11601207991257068,0.28899568788803665,0.1967397375509452
4,0.900933743442561,0.08685004136005581,0.6617227264366495,0.9083544689459475,0.9427090170830147,0.8761538409898098,0.32448901019292475,0.940298848855675,0.03156059529424915,0.401652346332969
5,0.7584476909224994,0.6319645208316984,0.18891118469100399,0.6956598594991433,0.5953094403265847,0.24730254627161385,0.49929361686322504,0.2063624799372924,0.12005250729923367,0.9656713514656153
6,0.6020280387221637,0.7215210950325646,0.9145411415908848,0.41587919844292276,0.07799170415406509,0.3245382009656307,0.48515117856469103,0.1397311781960212,0.8615857270799209,0.5009066771599809
7,0.07071845606894522,0.528167726047035,0.4017616023028797,0.7087955359279153,0.2885805552039371,0.2492262518705335,0.8184980500152603,0.3660204323790469,0.9607928426532397,0.9428984884337812
8,0.30969123826259104,0.5309731632365533,0.7981548355277988,0.6761517355050924,0.5414785545283521,0.09123566266054739,0.18704328365157963,0.2904663505188714,0.5904817731437906,0.7624864852999504
9,0.542784390183493,0.5001800946992184,0.49673654155518554,0.059089976171797565,0.12266869339596986,0.3217193500565273,0.24432822040946633,0.8343281218999733,0.5405051292351937,0.13130710720781413
10,0.8865413866809954,0.8623952797636323,0.3804528462866146,0.6626959717430576,0.34935983350921296,0.6666477635372885,0.9905034343177526,0.5703569120153295,0.35822072508379565,0.14899743409309785
11,0.9846395540336057,0.0784092016097866,0.31371652668580563,0.31251450887051035,0.5357524693235816,0.1458193117209794,0.3733029684304111,0.6804866541081404,0.8137914660111469,0.5936426150300583
12,0.3540930750722785,0.3584262271911284,0.4529811233121389,0.23346595371289403,0.049718561169211584,0.37479100704058477,0.23611835980312124,0.33380468447720313,0.4927391576046428,0.49443635086195126
13,0.05464750934784246,0.42176564677829376,0.27027454684291785,0.21066810449363071,0.15689333593648302,0.4214674159194798,0.7478782590500842,0.14733109972858383,0.42384915567282444,0.5005597398773268
14,0.7610164568220135,0.9184814637905265,0.09392124783838451,0.2962832510264948,0.46191504540050965,0.5579146093810058,0.4375703017167819,0.4381965089976989,0.05800558383091359,0.2685458578936821
15,0.21405167603229147,0.5069151260042191,0.7181095369415822,0.6907209181876368,0.049349087993055374,0.9752188640363472,0.7310707638671613,0.04237900524581817,0.3839073550953428,0.6595426265583468
